Well_id,BOREHOLE-DEPTH.M,CALI_COMP.INCHES,GR_COMP.GAPI,NPHI_COMP.V/V,RHOB_COMP.G/C3,RT_COMP.OHMM,SP_COMP.MV,TVDSS_COMP.M,TVD_COMP.M
Gabo-13,2253.0816,12.5358,42.1499,0.255512,2.2258,4.195,-15.6523,2238.9863,2252.7863
Gabo-13,2253.234,12.5833,45.9608,0.248969,2.2243,4.3641,-15.8387,2239.1387,2252.9387
Gabo-13,2253.3864,12.71,51.4823,0.252197,2.2195,4.5291,-15.9606,2239.291,2253.091
Gabo-13,2253.5388,12.9512,53.9883,0.270175,2.2176,4.6949,-16.0513,2239.4434,2253.2434
Gabo-13,2253.6912,13.0162,55.9131,0.292371,2.2208,4.8529,-16.0763,2239.5958,2253.3958
Gabo-13,2253.8436,12.8721,57.4405,0.310771,2.2257,4.9882,-16.0671,2239.7482,2253.5482
Gabo-13,2253.996,12.6475,59.3024,0.322618,2.2247,5.1023,-16.0953,2239.9005,2253.7005
Gabo-13,2254.1484,12.5487,64.9653,0.32849,2.2108,5.2015,-16.1418,2240.0529,2253.8529
Gabo-13,2254.3008,12.5948,64.9976,0.338083,2.1879,5.2689,-16.0576,2240.2053,2254.0053
Gabo-13,2254.4532,12.6248,58.9911,0.353337,2.1676,5.3067,-15.9397,2240.3576,2254.1576
Gabo-13,2254.6056,12.5986,50.934,0.3658,2.1599,5.3221,-15.8911,2240.51,2254.31
Gabo-13,2254.758,12.5538,44.7576,0.363581,2.1654,5.3189,-15.8861,2240.6624,2254.4624
Gabo-13,2254.9104,12.4709,41.1424,0.341223,2.1675,5.3068,-15.9164,2240.8148,2254.6148
Gabo-13,2255.0628,12.4223,40.4385,0.313605,2.1601,5.2597,-16.0195,2240.9671,2254.7671
Gabo-13,2255.2152,12.414,41.8659,0.297988,2.1473,5.1365,-16.1631,2241.1195,2254.9195
Gabo-13,2255.3676,12.414,44.1555,0.297832,2.1361,4.9215,-16.2114,2241.2719,2255.0719
Gabo-13,2255.52,12.414,45.9768,0.299159,2.1363,4.6461,-16.103,2241.4243,2255.2243
Gabo-13,2255.6724,12.414,44.9481,0.295944,2.1465,4.3522,-16.1872,2241.5766,2255.3766
Gabo-13,2255.8248,12.414,42.0978,0.289413,2.1555,4.0631,-16.4647,2241.729,2255.529
Gabo-13,2255.9772,12.414,39.3321,0.282946,2.1558,3.797,-16.6991,2241.8814,2255.6814
Gabo-13,2256.1296,12.414,39.0981,0.282029,2.1505,3.5853,-16.8425,2242.0338,2255.8338
Gabo-13,2256.282,12.414,38.9914,0.283091,2.1467,3.4508,-16.9034,2242.1861,2255.9861
Gabo-13,2256.4344,12.4245,38.3839,0.278331,2.1465,3.3727,-16.8234,2242.3385,2256.1385
Gabo-13,2256.5868,12.4659,37.7502,0.268693,2.1522,3.3136,-16.6462,2242.4909,2256.2909
Gabo-13,2256.7392,12.5884,37.474,0.262794,2.1664,3.2474,-16.5882,2242.6432,2256.4432
Gabo-13,2256.8916,12.5524,39.3206,0.261255,2.1804,3.1804,-16.7151,2242.7956,2256.5956
Gabo-13,2257.044,12.4635,42.7187,0.266126,2.1833,3.1277,-16.7918,2242.948,2256.748
Gabo-13,2257.1964,12.4214,47.9377,0.278024,2.1716,3.0959,-16.7928,2243.1004,2256.9004
Gabo-13,2257.3488,12.414,57.0758,0.293047,2.1498,3.0772,-16.8933,2243.2527,2257.0527
Gabo-13,2257.5012,12.4145,67.4114,0.309645,2.1308,3.0462,-16.9687,2243.4051,2257.2051
Gabo-13,2257.6536,12.4482,74.4236,0.326372,2.1209,3.0058,-17.0045,2243.5575,2257.3575
Gabo-13,2257.806,12.5276,77.1925,0.339514,2.117,2.9733,-17.0207,2243.7099,2257.5099
Gabo-13,2257.9584,12.6494,76.5783,0.345539,2.1136,2.9583,-16.9985,2243.8622,2257.6622
Gabo-13,2258.1108,12.6135,75.0555,0.34603,2.1106,2.9593,-16.9597,2244.0146,2257.8146
Gabo-13,2258.2632,12.5441,73.4338,0.346835,2.1151,2.9747,-16.7028,2244.167,2257.967
Gabo-13,2258.4156,12.4819,71.7715,0.351869,2.128,3.0087,-16.3425,2244.3193,2258.1193
Gabo-13,2258.568,12.3881,70.7358,0.360968,2.1383,3.0678,-16.1961,2244.4717,2258.2717
Gabo-13,2258.7204,12.2823,78.3709,0.368644,2.1329,3.1551,-16.2465,2244.6241,2258.4241
Gabo-13,2258.8728,12.2342,96.8121,0.369872,2.129,3.2694,-16.2257,2244.7765,2258.5765
Gabo-13,2259.0252,12.227,119.1432,0.368961,2.1415,3.4029,-16.1381,2244.9288,2258.7288
Gabo-13,2259.1776,12.227,139.0791,0.372174,2.1641,3.5492,-16.0612,2245.0812,2258.8812
Gabo-13,2259.33,12.227,151.9829,0.376573,2.1787,3.7036,-15.8676,2245.2336,2259.0336
Gabo-13,2259.4824,12.2274,155.1879,0.369718,2.1828,3.8503,-15.5268,2245.386,2259.186
Gabo-13,2259.6348,12.2515,154.4771,0.352185,2.1804,3.987,-15.1974,2245.5383,2259.3383
Gabo-13,2259.7872,12.2961,153.777,0.336994,2.1769,4.1169,-14.9386,2245.6907,2259.4907
Gabo-13,2259.9396,12.2969,152.6129,0.343334,2.1826,4.2379,-14.6381,2245.8431,2259.6431
Gabo-13,2260.092,12.3051,150.7556,0.38035,2.2018,4.3526,-14.2727,2245.9954,2259.7954
Gabo-13,2260.2444,12.3173,145.3274,0.42577,2.2296,4.4647,-13.9042,2246.1478,2259.9478
Gabo-13,2260.3968,12.3151,137.4869,0.448306,2.2621,4.5738,-13.5984,2246.3002,2260.1002
Gabo-13,2260.5492,12.2939,133.4158,0.430405,2.292,4.6773,-13.3737,2246.4526,2260.2526
Gabo-13,2260.7016,12.2891,130.8546,0.393547,2.3006,4.7723,-13.1351,2246.6049,2260.4049
Gabo-13,2260.854,12.3394,128.0681,0.372304,2.2869,4.855,-12.8646,2246.7573,2260.5573
Gabo-13,2261.0064,12.4206,124.4941,0.373901,2.2689,4.9218,-12.5513,2246.9097,2260.7097
Gabo-13,2261.1588,12.4765,119.3722,0.387149,2.2655,4.9691,-12.1485,2247.062,2260.862
Gabo-13,2261.3112,12.4473,118.426,0.402435,2.2785,4.9949,-11.7107,2247.2144,2261.0144
Gabo-13,2261.4636,12.4188,122.0302,0.409398,2.2934,5.0059,-11.4112,2247.3668,2261.1668
Gabo-13,2261.616,12.4241,124.3166,0.414763,2.302,5.0095,-11.2227,2247.5192,2261.3192
Gabo-13,2261.7684,12.4583,120.2748,0.430515,2.3044,5.0075,-11.0115,2247.6715,2261.4715
Gabo-13,2261.9208,12.5544,120.4072,0.448048,2.3042,4.9867,-10.7618,2247.8239,2261.6239
Gabo-13,2262.0732,12.603,126.7402,0.448252,2.3049,4.9123,-10.4245,2247.9763,2261.7763
Gabo-13,2262.2256,12.6118,132.8056,0.425899,2.3063,4.7632,-9.8097,2248.1286,2261.9286
Gabo-13,2262.378,12.6635,133.2272,0.401728,2.3071,4.5414,-8.8441,2248.281,2262.081
Gabo-13,2262.5304,12.9859,123.3385,0.428774,2.3054,4.2693,-7.6807,2248.4334,2262.2334
Gabo-13,2262.6828,13.543,111.9639,0.531037,2.2904,3.9754,-6.344,2248.5857,2262.3857
Gabo-13,2262.8352,14.1975,103.5962,0.644301,2.2445,3.6726,-4.9154,2248.7381,2262.5381
Gabo-13,2262.9876,14.7725,98.286,0.684737,2.1581,3.3751,-3.5732,2248.8905,2262.6905
Gabo-13,2263.14,14.8522,94.7695,0.620481,2.0583,3.1205,-2.4933,2249.0429,2262.8429
Gabo-13,2263.2924,14.9456,94.9011,0.541521,2.0233,2.9472,-1.692,2249.1952,2262.9952
Gabo-13,2263.4448,14.7701,96.0066,0.547269,2.0577,2.8464,-1.0123,2249.3476,2263.1476
Gabo-13,2263.5972,14.3315,95.8856,0.637004,2.0963,2.7892,-0.4532,2249.5,2263.3
Gabo-13,2263.7496,14.2553,93.6492,0.73947,2.0779,2.7521,-0.1402,2249.6523,2263.4523
Gabo-13,2263.902,14.3699,92.2043,0.818613,2.0319,2.7238,0.0823,2249.8047,2263.6047
Gabo-13,2264.0544,14.356,94.2897,0.890191,2.0187,2.695,0.4203,2249.9571,2263.7571
Gabo-13,2264.2068,14.2451,98.9989,0.917313,2.0391,2.6638,0.7018,2250.1095,2263.9095
Gabo-13,2264.3592,14.2036,103.8591,0.852577,2.0539,2.6391,0.6344,2250.2618,2264.0618
Gabo-13,2264.5116,14.211,109.5923,0.770885,2.0431,2.6348,0.3494,2250.4142,2264.2142
Gabo-13,2264.664,14.2846,112.1885,0.748715,2.0253,2.6497,0.106,2250.5666,2264.3666
Gabo-13,2264.8164,14.3692,111.2479,0.777321,2.0261,2.6764,-0.0878,2250.7189,2264.5189
Gabo-13,2264.9688,14.3749,108.2946,0.82025,2.062,2.7089,-0.2653,2250.8713,2264.6713
Gabo-13,2265.1212,14.1804,103.1451,0.855744,2.1278,2.7396,-0.3076,2251.0237,2264.8237
Gabo-13,2265.2736,14.0252,99.7243,0.850339,2.1779,2.768,-0.3043,2251.176,2264.976
Gabo-13,2265.426,13.941,98.6673,0.775009,2.1824,2.7929,-0.4063,2251.3284,2265.1284
Gabo-13,2265.5784,13.8695,98.7059,0.651105,2.1551,2.8047,-0.5775,2251.4808,2265.2808
Gabo-13,2265.7308,13.8223,96.9033,0.56875,2.1429,2.7901,-0.6196,2251.6331,2265.4331
Gabo-13,2265.8832,13.8481,97.008,0.5842,2.1613,2.7562,-0.5437,2251.7855,2265.5855
Gabo-13,2266.0356,14.1783,100.507,0.671293,2.196,2.7185,-0.4532,2251.9379,2265.7379
Gabo-13,2266.188,14.6407,105.6225,0.739454,2.227,2.6888,-0.3931,2252.0903,2265.8903
Gabo-13,2266.3404,14.1689,106.8703,0.693185,2.2395,2.679,-0.4119,2252.2426,2266.0426
Gabo-13,2266.4928,13.8158,106.3487,0.603649,2.2445,2.6993,-0.6026,2252.395,2266.195
Gabo-13,2266.6452,13.6098,109.6368,0.573441,2.2497,2.7522,-0.9208,2252.5474,2266.3474
Gabo-13,2266.7976,13.3347,115.4095,0.587377,2.2523,2.8463,-1.3638,2252.6997,2266.4997
Gabo-13,2266.95,13.0858,116.0877,0.568262,2.2589,2.9956,-2.0361,2252.8521,2266.6521
Gabo-13,2267.1024,13.2006,110.402,0.524819,2.2924,3.1953,-3.0317,2253.0045,2266.8045
Gabo-13,2267.2548,13.4233,102.1959,0.500476,2.3345,3.4163,-4.5196,2253.1568,2266.9568
Gabo-13,2267.4072,13.4077,92.6489,0.48631,2.3598,3.6204,-6.4509,2253.3092,2267.1092
Gabo-13,2267.5596,12.8787,81.3667,0.448172,2.3612,3.7703,-8.6044,2253.4616,2267.2616
Gabo-13,2267.712,12.5735,65.5471,0.386597,2.3441,3.8422,-10.8447,2253.6139,2267.4139
Gabo-13,2267.8644,12.5368,51.686,0.325244,2.3151,3.8337,-12.9641,2253.7663,2267.5663
Gabo-13,2268.0168,12.5099,43.1998,0.284565,2.2775,3.7553,-14.7593,2253.9187,2267.7187
Gabo-13,2268.1692,12.3415,40.5056,0.267929,2.2358,3.6226,-16.1662,2254.0711,2267.8711
Gabo-13,2268.3216,12.31,42.0199,0.256429,2.201,3.4639,-17.2582,2254.2234,2268.0234
Gabo-13,2268.474,12.3585,43.3216,0.246343,2.1819,3.3206,-18.0158,2254.3758,2268.1758
Gabo-13,2268.6264,12.3935,43.3899,0.242259,2.1753,3.2177,-18.4592,2254.5282,2268.3282
Gabo-13,2268.7788,12.3917,43.006,0.248028,2.1736,3.1584,-18.7164,2254.6805,2268.4805
Gabo-13,2268.9312,12.3462,44.7038,0.264232,2.17,3.1261,-18.9536,2254.8329,2268.6329
Gabo-13,2269.0836,12.3224,45.7175,0.274599,2.1626,3.0913,-19.1867,2254.9853,2268.7853
Gabo-13,2269.236,12.2931,44.5368,0.27293,2.1555,3.0466,-19.3596,2255.1376,2268.9376
Gabo-13,2269.3884,12.2425,41.6876,0.268554,2.151,3.0061,-19.479,2255.29,2269.09
Gabo-13,2269.5408,12.227,39.2243,0.2705,2.147,2.9875,-19.5944,2255.4424,2269.2424
Gabo-13,2269.6932,12.227,38.1239,0.269232,2.1421,2.9856,-19.6523,2255.5947,2269.3947
Gabo-13,2269.8456,12.2248,39.9105,0.262884,2.1383,2.9894,-19.5892,2255.7471,2269.5471
Gabo-13,2269.998,12.2094,43.7735,0.263033,2.1362,2.9978,-19.5576,2255.8995,2269.6995
Gabo-13,2270.1504,12.1591,46.3628,0.280581,2.1352,3.0164,-19.7557,2256.0518,2269.8518
Gabo-13,2270.3028,12.1729,45.5517,0.304279,2.1388,3.0492,-20.0146,2256.2042,2270.0042
Gabo-13,2270.4552,12.206,43.4538,0.31163,2.1472,3.1012,-20.2918,2256.3566,2270.1566
Gabo-13,2270.6076,12.2235,41.5145,0.306795,2.1566,3.1673,-20.5316,2256.5089,2270.3089
Gabo-13,2270.76,12.227,40.3173,0.308899,2.1635,3.2301,-20.5855,2256.6613,2270.4613
Gabo-13,2270.9124,12.227,40.5877,0.321232,2.1674,3.2678,-20.4886,2256.8137,2270.6137
Gabo-13,2271.0648,12.2262,44.1745,0.345609,2.1717,3.2799,-20.4001,2256.966,2270.766
Gabo-13,2271.2172,12.2081,49.5035,0.378642,2.1771,3.2819,-20.3735,2257.1184,2270.9184
Gabo-13,2271.3696,12.16,53.8537,0.407247,2.1802,3.2845,-20.3464,2257.2708,2271.0708
Gabo-13,2271.522,12.1377,53.546,0.413725,2.1752,3.2808,-20.2319,2257.4231,2271.2231
Gabo-13,2271.6744,12.134,50.1988,0.394348,2.1615,3.2615,-20.1056,2257.5755,2271.3755
Gabo-13,2271.8268,12.157,45.2372,0.353894,2.147,3.2332,-20.0571,2257.7279,2271.5279
Gabo-13,2271.9792,12.2111,39.9348,0.308798,2.1421,3.2098,-20.0879,2257.8802,2271.6802
Gabo-13,2272.1316,12.2349,39.7098,0.289899,2.154,3.1964,-20.1524,2258.0326,2271.8326
Gabo-13,2272.284,12.2687,42.8408,0.300377,2.1723,3.1737,-20.2528,2258.185,2271.985
Gabo-13,2272.4364,12.2727,46.4306,0.323118,2.1837,3.1361,-20.3581,2258.3373,2272.1373
Gabo-13,2272.5888,12.2209,48.8622,0.346344,2.1848,3.0921,-20.3208,2258.4897,2272.2897
Gabo-13,2272.7412,12.1571,47.8664,0.360921,2.1795,3.0528,-20.0575,2258.6421,2272.4421
Gabo-13,2272.8936,12.1349,45.9658,0.352246,2.1698,3.0296,-19.925,2258.7944,2272.5944
Gabo-13,2273.046,12.133,45.3834,0.324343,2.1569,3.0244,-20.0224,2258.9468,2272.7468
Gabo-13,2273.1984,12.1318,46.4813,0.292908,2.1508,3.033,-20.1693,2259.0992,2272.8992
Gabo-13,2273.3508,12.127,48.968,0.274577,2.1638,3.0488,-20.2361,2259.2515,2273.0515
Gabo-13,2273.5032,12.1424,49.3272,0.278653,2.1863,3.0594,-20.2742,2259.4039,2273.2039
Gabo-13,2273.6556,12.1795,48.0007,0.293959,2.197,3.0577,-20.2545,2259.5563,2273.3563
Gabo-13,2273.808,12.2269,47.4397,0.306488,2.1899,3.0485,-20.1666,2259.7086,2273.5086
Gabo-13,2273.9604,12.2731,50.0828,0.310008,2.1754,3.0444,-20.0949,2259.861,2273.661
Gabo-13,2274.1128,12.3573,50.0879,0.305735,2.1682,3.0576,-20.0919,2260.0134,2273.8134
Gabo-13,2274.2652,12.4047,48.6144,0.295262,2.1681,3.0839,-20.0297,2260.1657,2273.9657
Gabo-13,2274.4176,12.3715,47.2661,0.281571,2.1722,3.1148,-19.8382,2260.3181,2274.1181
Gabo-13,2274.57,12.2596,46.5836,0.271595,2.179,3.1452,-19.5648,2260.4705,2274.2705
Gabo-13,2274.7224,12.1948,49.9466,0.274747,2.182,3.1753,-19.2744,2260.6228,2274.4228
Gabo-13,2274.8748,12.1948,60.9467,0.290636,2.1788,3.2163,-18.9476,2260.7752,2274.5752
Gabo-13,2275.0272,12.2612,74.0885,0.313877,2.1744,3.2843,-18.5731,2260.9276,2274.7276
Gabo-13,2275.1796,12.3905,84.0667,0.333651,2.1723,3.3952,-18.1836,2261.0799,2274.8799
Gabo-13,2275.332,12.5113,89.4944,0.335435,2.1726,3.5526,-17.7387,2261.2323,2275.0323
Gabo-13,2275.4844,12.662,92.5492,0.32907,2.183,3.722,-17.0323,2261.3847,2275.1847
Gabo-13,2275.6368,12.7989,95.6704,0.32981,2.2104,3.8667,-16.1716,2261.537,2275.337
Gabo-13,2275.7892,12.8755,100.1921,0.337787,2.2552,3.9842,-15.457,2261.6894,2275.4894
Gabo-13,2275.9416,12.8755,107.3508,0.341886,2.3092,4.0861,-15.0769,2261.8418,2275.6418
Gabo-13,2276.094,12.8962,120.3927,0.338276,2.3532,4.1443,-14.9102,2261.9941,2275.7941
Gabo-13,2276.2464,12.902,137.4047,0.332588,2.3698,4.1462,-14.8936,2262.1465,2275.9465
Gabo-13,2276.3988,12.8646,153.507,0.329373,2.3543,4.1084,-15.0471,2262.2989,2276.0989
Gabo-13,2276.5512,12.8025,161.4879,0.327581,2.32,4.0683,-15.2894,2262.4512,2276.2512
Gabo-13,2276.7036,12.7824,154.4883,0.323724,2.3011,4.0716,-15.3752,2262.6036,2276.4036
Gabo-13,2276.856,12.8142,143.3224,0.324737,2.3048,4.103,-15.2097,2262.756,2276.556
Gabo-13,2277.0084,12.8496,134.5167,0.330192,2.3113,4.1392,-14.809,2262.9083,2276.7083
Gabo-13,2277.1608,12.8278,129.7862,0.333077,2.3031,4.1724,-14.1484,2263.0607,2276.8607
Gabo-13,2277.3132,12.8637,123.5868,0.335658,2.2872,4.1903,-13.2381,2263.213,2277.013
Gabo-13,2277.4656,13.101,117.059,0.338798,2.2788,4.202,-12.3952,2263.3654,2277.1654
Gabo-13,2277.618,13.2497,113.341,0.339139,2.2872,4.2127,-11.7768,2263.5178,2277.3178
Gabo-13,2277.7704,13.0221,113.8665,0.338349,2.3107,4.2114,-11.3647,2263.6701,2277.4701
Gabo-13,2277.9228,13.0167,113.3807,0.34663,2.3293,4.187,-11.1573,2263.8225,2277.6225
Gabo-13,2278.0752,13.0716,115.7973,0.364097,2.3232,4.1558,-11.0063,2263.9749,2277.7749
Gabo-13,2278.2276,13.0965,119.9895,0.385758,2.3012,4.1419,-10.8308,2264.1272,2277.9272
Gabo-13,2278.38,13.1286,122.6649,0.404144,2.2799,4.1658,-10.6279,2264.2796,2278.0796
Gabo-13,2278.5324,13.0898,120.4723,0.406426,2.2625,4.2418,-10.4718,2264.432,2278.232
Gabo-13,2278.6848,12.9869,117.046,0.391355,2.2448,4.3536,-10.624,2264.5843,2278.3843
Gabo-13,2278.8372,12.9007,115.8745,0.372177,2.2363,4.4705,-10.9544,2264.7367,2278.5367
Gabo-13,2278.9896,12.8836,117.2214,0.351013,2.2509,4.5624,-11.1559,2264.8891,2278.6891
Gabo-13,2279.142,12.9754,118.5803,0.322931,2.2911,4.5976,-11.0713,2265.0414,2278.8414
Gabo-13,2279.2944,13.1088,120.1804,0.307994,2.3368,4.5648,-10.7547,2265.1938,2278.9938
Gabo-13,2279.4468,13.2222,119.8699,0.307917,2.3712,4.4717,-10.2987,2265.3461,2279.1461
Gabo-13,2279.5992,13.3009,118.5167,0.317795,2.3894,4.3346,-9.7337,2265.4985,2279.2985
Gabo-13,2279.7516,13.3464,120.5776,0.342587,2.3916,4.1811,-9.1681,2265.6509,2279.4509
Gabo-13,2279.904,13.3338,121.4948,0.376055,2.3861,4.0487,-8.8745,2265.8032,2279.6032
Gabo-13,2280.0564,13.259,120.2463,0.390602,2.3855,3.9519,-8.7295,2265.9556,2279.7556
Gabo-13,2280.2088,13.174,119.311,0.373577,2.3962,3.8858,-8.5266,2266.108,2279.908
Gabo-13,2280.3612,13.1503,121.3268,0.345634,2.4113,3.8409,-8.2102,2266.2603,2280.0603
Gabo-13,2280.5136,13.1842,118.0823,0.359024,2.4106,3.8067,-7.7563,2266.4127,2280.2127
Gabo-13,2280.666,13.4078,113.8194,0.419864,2.3988,3.7805,-7.1667,2266.5651,2280.3651
Gabo-13,2280.8184,13.577,113.5177,0.470125,2.3858,3.7618,-6.7311,2266.7174,2280.5174
Gabo-13,2280.9708,13.4144,118.5292,0.462062,2.3744,3.7456,-6.7356,2266.8698,2280.6698
Gabo-13,2281.1232,13.2591,120.7911,0.422152,2.3646,3.7313,-7.0111,2267.0221,2280.8221
Gabo-13,2281.2756,13.1572,119.3152,0.400883,2.354,3.7418,-7.1637,2267.1745,2280.9745
Gabo-13,2281.428,13.1346,116.0778,0.404134,2.3471,3.7897,-7.1008,2267.3269,2281.1269
Gabo-13,2281.5804,13.2356,112.0737,0.412604,2.3434,3.887,-7.0362,2267.4792,2281.2792
Gabo-13,2281.7328,13.4229,107.8446,0.406128,2.3345,4.0532,-7.2217,2267.6316,2281.4316
Gabo-13,2281.8852,13.5064,104.2053,0.374471,2.3344,4.2604,-7.4843,2267.784,2281.584
Gabo-13,2282.0376,13.4444,101.6057,0.33087,2.3492,4.4666,-7.716,2267.9363,2281.7363
Gabo-13,2282.19,13.33,101.5165,0.298564,2.3719,4.6442,-7.8147,2268.0887,2281.8887
Gabo-13,2282.3424,13.4106,108.2203,0.299755,2.3951,4.776,-7.5632,2268.241,2282.041
Gabo-13,2282.4948,13.5007,113.0735,0.334154,2.4156,4.8581,-7.0873,2268.3934,2282.1934
Gabo-13,2282.6472,13.5577,114.2216,0.37046,2.4247,4.8675,-6.6378,2268.5458,2282.3458
Gabo-13,2282.7996,13.5918,113.4274,0.393634,2.4198,4.7601,-6.2971,2268.6981,2282.4981
Gabo-13,2282.952,13.5649,112.3556,0.416859,2.4072,4.5118,-5.9174,2268.8505,2282.6505
Gabo-13,2283.1044,13.6306,111.3239,0.453877,2.3917,4.1896,-5.1781,2269.0029,2282.8029
Gabo-13,2283.2568,13.7936,108.7808,0.497257,2.3745,3.873,-4.1895,2269.1552,2282.9552
Gabo-13,2283.4092,14.0291,106.6309,0.554761,2.3552,3.6021,-3.1826,2269.3076,2283.1076
Gabo-13,2283.5616,14.3282,108.3531,0.642582,2.3336,3.3932,-2.3023,2269.4599,2283.2599
Gabo-13,2283.714,14.4213,110.4144,0.738476,2.3107,3.2473,-1.7116,2269.6123,2283.4123
Gabo-13,2283.8664,14.4822,111.0566,0.79642,2.2858,3.164,-1.4201,2269.7647,2283.5647
Gabo-13,2284.0188,14.5056,111.1106,0.805242,2.2561,3.14,-1.3159,2269.917,2283.717
Gabo-13,2284.1712,14.3907,111.5118,0.761926,2.2238,3.1706,-1.2556,2270.0694,2283.8694
Gabo-13,2284.3236,14.2618,112.8286,0.653035,2.2027,3.2513,-1.1733,2270.2218,2284.0218
Gabo-13,2284.476,14.2056,112.8759,0.538709,2.201,3.3645,-1.2783,2270.3741,2284.1741
Gabo-13,2284.6284,14.2162,110.6316,0.481603,2.2166,3.4953,-1.5977,2270.5265,2284.3265
Gabo-13,2284.7808,14.2722,106.396,0.480581,2.2418,3.64,-2.0252,2270.6788,2284.4788
Gabo-13,2284.9332,14.3326,102.2617,0.484064,2.2664,3.799,-2.5384,2270.8312,2284.6312
Gabo-13,2285.0856,14.3092,101.5234,0.478805,2.2885,3.9607,-3.0939,2270.9836,2284.7836
Gabo-13,2285.238,14.2072,102.5699,0.479053,2.3069,4.1013,-3.5704,2271.1359,2284.9359
Gabo-13,2285.3904,14.1017,103.3449,0.473632,2.3239,4.1969,-3.9388,2271.2883,2285.0883
Gabo-13,2285.5428,14.1636,102.2153,0.450026,2.3424,4.2362,-4.285,2271.4406,2285.2406
Gabo-13,2285.6952,14.1668,101.5375,0.468526,2.3509,4.2528,-4.6072,2271.593,2285.393
Gabo-13,2285.8476,14.1515,103.3171,0.536165,2.3499,4.3022,-4.8487,2271.7454,2285.5454
Gabo-13,2286,14.1639,107.3412,0.569041,2.3436,4.4282,-5.0898,2271.8977,2285.6977
Gabo-13,2286.1524,14.1537,112.2558,0.492986,2.3317,4.6692,-5.4878,2272.0501,2285.8501
Gabo-13,2286.3048,14.0648,112.8119,0.381225,2.3216,5.0332,-5.9682,2272.2024,2286.0024
Gabo-13,2286.4572,14.003,108.6085,0.297446,2.3302,5.4212,-6.2635,2272.3548,2286.1548
Gabo-13,2286.6096,13.974,104.7761,0.245912,2.3636,5.72,-6.2832,2272.5072,2286.3072
Gabo-13,2286.762,13.9194,107.4965,0.223692,2.414,5.8525,-6.1014,2272.6595,2286.4595
Gabo-13,2286.9144,13.9625,110.3414,0.235051,2.4622,5.7846,-5.7385,2272.8119,2286.6119
Gabo-13,2287.0668,14.1219,111.6189,0.265097,2.485,5.5431,-5.1331,2272.9642,2286.7642
Gabo-13,2287.2192,14.3496,110.8978,0.29623,2.4704,5.1551,-4.4613,2273.1166,2286.9166
Gabo-13,2287.3716,14.5893,107.3955,0.325874,2.4242,4.6639,-3.9682,2273.269,2287.069
Gabo-13,2287.524,14.6467,102.8238,0.363427,2.3737,4.1881,-3.6388,2273.4213,2287.2213
Gabo-13,2287.6764,14.5379,102.4935,0.402158,2.3431,3.8358,-3.2986,2273.5737,2287.3737
Gabo-13,2287.8288,14.3939,105.7189,0.432534,2.3363,3.6252,-2.9877,2273.726,2287.526
Gabo-13,2287.9812,14.2892,109.6775,0.447546,2.3429,3.5205,-2.8089,2273.8784,2287.6784
Gabo-13,2288.1336,14.2236,109.4495,0.442536,2.3489,3.4646,-2.7208,2274.0307,2287.8307
Gabo-13,2288.286,14.1245,105.7563,0.43208,2.356,3.4199,-2.6422,2274.1831,2287.9831
Gabo-13,2288.4384,14.1246,101.6924,0.427339,2.3589,3.3842,-2.5899,2274.3355,2288.1355
Gabo-13,2288.5908,14.2534,99.1591,0.434816,2.3499,3.3664,-2.5799,2274.4878,2288.2878
Gabo-13,2288.7432,14.3203,99.9879,0.461211,2.3326,3.3876,-2.5666,2274.6402,2288.4402
Gabo-13,2288.8956,14.3541,103.9642,0.491899,2.3198,3.5085,-2.6169,2274.7925,2288.5925
Gabo-13,2289.048,14.2219,109.8479,0.497025,2.3077,3.7942,-3.0689,2274.9449,2288.7449
Gabo-13,2289.2004,13.9856,114.5752,0.476009,2.2884,4.3067,-4.1194,2275.0972,2288.8972
Gabo-13,2289.3528,13.9301,112.9717,0.457936,2.2647,5.0912,-5.6795,2275.2496,2289.0496
Gabo-13,2289.5052,13.7183,103.3691,0.459649,2.2532,6.0858,-7.3994,2275.402,2289.202
Gabo-13,2289.6576,13.2295,92.9809,0.460599,2.2618,7.1299,-8.8059,2275.5543,2289.3543
Gabo-13,2289.81,12.7232,86.0767,0.443361,2.2769,8.0873,-9.8363,2275.7067,2289.5067
Gabo-13,2289.9624,12.5315,84.4528,0.407025,2.2701,8.8532,-10.6325,2275.859,2289.659
Gabo-13,2290.1148,12.5464,89.5817,0.36503,2.2209,9.3317,-11.1831,2276.0114,2289.8114
Gabo-13,2290.2672,12.637,100.4005,0.343538,2.1644,9.518,-11.7195,2276.1637,2289.9637
Gabo-13,2290.4196,12.8027,112.693,0.343439,2.137,9.4593,-12.1304,2276.3161,2290.1161
Gabo-13,2290.572,13.0555,122.1873,0.352272,2.1475,9.2432,-12.1841,2276.4684,2290.2684
Gabo-13,2290.7244,13.3207,123.3875,0.368567,2.1857,9.0178,-12.0242,2276.6208,2290.4208
Gabo-13,2290.8768,13.5348,121.2914,0.384495,2.2422,8.8337,-11.6284,2276.7731,2290.5731
Gabo-13,2291.0292,13.6975,119.3319,0.378209,2.3137,8.663,-10.8545,2276.9255,2290.7255
Gabo-13,2291.1816,13.8388,117.9261,0.345889,2.397,8.4627,-9.747,2277.0778,2290.8778
Gabo-13,2291.334,14.0591,115.8483,0.318304,2.4801,8.1741,-8.5028,2277.2302,2291.0302
